strain	date	abbr_authors	s_lineage	sub_lineage	gpc_lineage	genbank_accession	author	accession	host	country	division
H.sapiens-wt/NGA/2018/LASV0076-EDO-2017	2017-03-16	Siddle et al.	LII		LII	MH887783	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887783	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0082-EDO-2017	2017-06-07	Siddle et al.	LII		LII	MH887800	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887800	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_131_I	2018-03-01	Kafetzopoulou et al.	LII		LII	MK117865	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117865	Homo sapiens	Nigeria	Edo
H.sapiens-wt/NGA/2018/LASV0208-EDO-2018	2018-03-01	Siddle et al.	LII		LII	MH887759	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887759	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_131	2018-03-01	Kafetzopoulou et al.	LII	2gUG3	LII	MK118031	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118031	Homo sapiens	Nigeria	Edo
OWO-2337	2019-05-15	Adesina et al.	LII		LII	OQ556982	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556982	Mastomys natalensis	Nigeria	Ondo
OWO-2380	2019-05-18	Adesina et al.	LII		LII	OQ556987	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556987	Mastomys natalensis	Nigeria	Ondo
OWO-2382	2019-05-18	Adesina et al.	LII		LII	OQ556989	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556989	Mastomys natalensis	Nigeria	Ondo
EBU-2042	2016-04-16	Adesina et al.	LII		LII	OQ556979	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556979	Mastomys erythroleucus	Nigeria	Ebudin
OWO-2379	2019-05-18	Adesina et al.	LII		LII	OQ556986	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556986	Mastomys natalensis	Nigeria	Ondo
OKE-1682	2015-10-21	Adesina et al.	LII		LII	OQ556965	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556965	Mastomys natalensis	Nigeria	Ondo
OWO-2391	2019-05-18	Adesina et al.	LII		LII	OQ556991	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556991	Mastomys natalensis	Nigeria	Ondo
EBU-2011	2016-04-14	Adesina et al.	LII		LII	OQ556976	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556976	Mastomys erythroleucus	Nigeria	Ebudin
LASV/H.sapiens-tc/NGA/2014/IRR_004	2014-05-08	Ehichioya et al.	LII	2gUG3	LII	MK107948	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107948	Homo sapiens	Nigeria	Ondo
LASV/H.sapiens-tc/NGA/2014/IRR_010	2014-05-17	Ehichioya et al.	LII	2gUG3	LII	MK107907	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107907	Homo sapiens	Nigeria	Ondo
OKE-1689	2015-10-21	Adesina et al.	LII		LII	OQ556969	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556969	Mastomys natalensis	Nigeria	Ondo
OWO-2396	2019-05-19	Adesina et al.	LII		LII	OQ556993	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556993	Mastomys natalensis	Nigeria	Ondo
IFO-1703	2015-10-22	Adesina et al.	LII		LII	OQ556971	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556971	Mastomys natalensis	Nigeria	Ondo
OWO-2353	2019-05-16	Adesina et al.	LII		LII	OQ556983	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556983	Mastomys natalensis	Nigeria	Ondo
EBU-2046	2016-04-16	Adesina et al.	LII		LII	OQ556980	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556980	Mastomys erythroleucus	Nigeria	Ebudin
EBU-1992	2016-04-14	Adesina et al.	LII		LII	OQ556975	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556975	Mastomys erythroleucus	Nigeria	Ebudin
OKE-1669	2015-10-21	Adesina et al.	LII		LII	OQ556959	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556959	Mastomys natalensis	Nigeria	Ondo
EBU-2028	2016-04-15	Adesina et al.	LII		LII	OQ556978	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556978	Mastomys erythroleucus	Nigeria	Ebudin
OKE-1684	2015-10-21	Adesina et al.	LII		LII	OQ556966	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556966	Mastomys natalensis	Nigeria	Ondo
OWO-2378	2019-05-18	Adesina et al.	LII		LII	OQ556985	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556985	Mastomys natalensis	Nigeria	Ondo
IFO-1690	2015-10-22	Adesina et al.	LII		LII	OQ556970	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556970	Mastomys natalensis	Nigeria	Ondo
OWO-2381	2019-05-18	Adesina et al.	LII		LII	OQ556988	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556988	Mastomys natalensis	Nigeria	Ondo
OKE-1678	2015-10-21	Adesina et al.	LII		LII	OQ556963	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556963	Mastomys natalensis	Nigeria	Ondo
OWO-2367	2019-05-17	Adesina et al.	LII		LII	OQ556984	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556984	Mastomys natalensis	Nigeria	Ondo
OKE-1677	2015-10-21	Adesina et al.	LII		LII	OQ556962	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556962	Mastomys natalensis	Nigeria	Ondo
ISTH2050-NIG-2012	2012-12-31 (2012-02-08 - 2012-12-31)	Andersen et al.	LII		LII	KM821967	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821967	Homo sapiens	Nigeria	
BEN-16081	2016-01-30	Yadouleton et al.	LII		LII	MT193283	Yadouleton,A.,Picard,C.,Rieger,T.,Loko,F.,Cadar,D.,Kouthon,E.C.,Job,E.O.,Bankole,H.,Oestereich,L.,Gbaguidi,F.,Pahlman,M.,Becker-Ziaja,B.,Journeaux,A.,Pannetier,D.,Mely,S.,Mundweiler,S.,Thomas,D.,Kohossi,L.,Saizonou,R.,Kakai,C.G.,Da Silva,M.,Kossoubedie,S.,Kakonku,A.L.,M'Pele,P.,Gunther,S.,Baize,S.,Fichet-Calvet,E.	MT193283	Homo sapiens	Benin	
ISTH2031-NIG-2012	2012-12-31 (2012-02-17 - 2012-12-31)	Andersen et al.	LII		LII	KM821959	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821959	Homo sapiens	Nigeria	
ISTH2376-NIG-2012	2012-01-01 (2012-01-01 - 2012-11-23)	Andersen et al.	LII		LII	KM821998	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821998	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0122-ONDO-2018	2018-01-11	Siddle et al.	LII		LII	MH887846	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887846	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_008	2018-01-11	Kafetzopoulou et al.	LII	2gUG3	LII	MK117957	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117957	Homo sapiens	Nigeria	Ondo
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0314	2016-01-23	Odia et al.	LII		LII	MH053490	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053490	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0753	2016-02-28	Odia et al.	LII		LII	MH053544	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053544	Homo sapiens	Nigeria	
LASV/H.sapiens-tc/NGA/2016/IRR_033	2016-03-14	Ehichioya et al.	LII	2gUG3	LII	MK107937	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107937	Homo sapiens	Nigeria	Ondo
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0031	2016-01-06	Odia et al.	LII		LII	MH053523	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053523	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_119	2018-02-25	Kafetzopoulou et al.	LII	2gUG3	LII	MK118027	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118027	Homo sapiens	Nigeria	Edo
H.sapiens-wt/NGA/2018/LASV0146-EDO-2018	2018-01-24	Siddle et al.	LII		LII	MH887851	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887851	Homo sapiens	Nigeria	
